x,y,z
0.60350600,-0.99748900,0.17279100
0.62437300,-1.03173000,0.13433500
0.21852000,-0.93196100,0.02362090
0.11558300,-0.78990100,0.20106800
0.17582500,-1.03844000,0.10713900
0.15861200,-1.09043000,0.14440300
0.15704800,-0.89173800,0.18241000
0.86601100,-1.15109000,0.22719700
0.33116300,-1.03104000,0.22527300
0.31769700,-1.04744000,0.23919700
0.51106900,-1.05025000,0.20731500
0.30840200,-0.98946100,0.16730900
0.17110600,-0.74934500,-0.03360580
0.34964100,-1.11173000,0.12845500
0.19071100,-0.83094200,0.14575900
0.19217400,-0.73082100,-0.07375020
0.37019000,-1.06406000,-0.13442900
0.43077300,-1.01200000,0.08606350
0.57180500,-1.01629000,0.28263600
0.47234700,-1.20954000,0.17082600
0.27047200,-1.08642000,-0.06974470
0.31072200,-1.06527000,-0.17000600
0.79099300,-1.13134000,0.26525500
0.25201500,-0.75018200,-0.07384440
0.35046900,-1.03010000,0.04645130
0.32819500,-0.98961200,-0.05477450
0.27119500,-1.04778000,-0.03571690
0.27034900,-0.79015200,-0.05444160
0.18782200,-0.72808900,0.14697900
0.36967400,-1.11193000,0.04546590
0.06482870,-0.69000500,0.12904200
0.53036800,-1.02996000,0.28589800
0.73076200,-1.15999000,0.27950000
0.17595800,-0.69793300,0.00704591
0.51047700,-1.01238000,0.04614660
0.48464800,-0.97331600,0.26669900
0.27029400,-1.13185000,0.08649880
0.20961300,-0.91055300,0.16562900
0.17170700,-0.81049700,0.16532200
0.31363100,-0.97374300,0.06867330
0.43499200,-1.06740000,0.14459900
0.10787400,-0.67527400,0.14171100
0.12785300,-0.67131900,0.17118900
0.69003700,-1.15162000,0.30123600
0.07000400,-0.68967100,0.14831100
0.25038600,-0.87017600,-0.07440120
0.50981600,-1.02666000,0.08582340
0.27171600,-1.02957000,-0.01343030
0.65161400,-1.01544000,0.20483000
0.27371400,-0.89076800,-0.03263500
0.21377800,-0.80959800,0.04719100
0.59109100,-0.99599300,0.22587100
0.16793100,-0.75371000,0.16242100
0.16923800,-0.83293300,-0.00971784
0.16732900,-0.67819100,0.10742900
0.50905900,-1.10869000,0.26440500
0.53389900,-1.09994000,0.15640200
0.30943900,-0.95112800,-0.03471910
0.15262800,-0.79579300,-0.05829220
0.27095100,-0.83067000,-0.05475290
0.21023400,-0.67724100,-0.03815190
0.56423700,-1.24889000,0.24862600
0.20839200,-0.79197000,0.08451010
0.86356500,-1.12982000,0.22515800
0.35094000,-1.06947000,0.16742200
0.18884500,-0.83112000,0.16463400
0.54734600,-1.19130000,0.28717800
0.31210600,-1.01099000,-0.01400110
0.20479200,-1.12090000,0.02578750
0.53122800,-1.07353000,0.31952500
0.56936300,-1.09128000,0.30746100
0.35002100,-1.18908000,0.06884100
0.09640840,-0.61642600,0.16190700
0.31079200,-0.93118600,-0.11474800
0.22763100,-0.83179600,-0.06237360
0.33085500,-0.95295100,-0.07478430
0.33081300,-1.03074000,0.04542240
0.73653000,-1.19340000,0.20057800
0.31116500,-1.01316000,0.12594400
0.29117600,-0.79118200,-0.13334900
0.11046800,-0.63393300,0.18201500
0.30705700,-0.94917500,0.00530098
0.28181800,-0.76913300,-0.04340680
0.51150900,-1.01670000,0.28313900
0.29370500,-0.77029000,-0.21271000
0.59261700,-1.04678000,0.20415000
0.65230700,-1.03279000,0.39152300
0.56310400,-1.23807000,0.23440000
0.20649100,-0.91043100,0.18362300
0.19058900,-0.99027100,0.16660600
0.12949000,-0.82764700,0.19291900
0.39113900,-1.11027000,0.00773313
0.69189700,-1.22886000,0.31267000
0.45002300,-1.04979000,0.24619200
0.16714100,-0.75259700,0.20307100
0.39214000,-1.06551000,-0.13440700
0.13147700,-0.75128200,0.18541300
0.39034000,-1.09296000,0.12448200
0.56986000,-0.97020400,0.42496800
0.15851500,-0.97271400,0.16442100
0.58598300,-0.94884400,0.45237800
0.47066400,-1.03004000,0.26527400
0.47048800,-1.02824000,0.12581100
0.22239300,-0.97690300,0.21757900
0.48703400,-1.10714000,0.12772100
0.56042100,-0.99560000,0.22013200
0.53301600,-0.96900600,0.39707900
0.27881500,-1.14321000,0.06505270
0.54986600,-1.03070000,0.32637200
0.35011500,-1.04979000,-0.11430400
0.53319400,-1.07585000,0.24052800
0.76808700,-1.19242000,0.19115500
0.19064700,-0.71241600,0.00553264
0.63572000,-1.20551000,0.32212700
0.19055500,-1.03033000,0.08361360
0.08908330,-0.67308200,0.16287500
0.33181700,-1.04523000,-0.01148820
0.15630000,-0.98977400,0.15712900
0.56859500,-1.03172000,0.28501500
0.49103900,-1.02913000,0.22513700
0.50526900,-1.13800000,0.10811200
0.33252200,-1.01036000,-0.17350800
0.23301200,-1.13224000,0.08187310
0.17248200,-0.78584400,0.02687460
0.19458000,-0.95133600,0.10556200
0.33354100,-1.00930000,-0.15095200
0.45131000,-1.03175000,-0.05428340
0.30593100,-0.87349100,-0.01486850
0.10720000,-0.66830000,0.20601500
0.28919400,-0.93163000,-0.01585900
0.63903700,-1.20898000,0.27823600
0.27221100,-0.97011400,0.06737340
0.33086400,-1.23046000,0.08310070
0.35119000,-1.03375000,-0.03449570
0.47119800,-1.04740000,-0.13682400
0.38937300,-1.04742000,0.00520830
0.12397300,-0.65536800,0.16485500
0.29110000,-1.04898000,0.12666400
0.57438900,-1.09113000,0.29171000
0.13189600,-0.76889700,0.18624100
0.59091000,-0.91190800,0.40989500
0.26489400,-0.98020500,0.15606300
0.25222100,-1.10478000,-0.01400660
0.35364100,-0.95057800,0.18416800
0.82894700,-0.99518300,0.27036700
0.32916600,-1.17057000,0.06669720
0.16995000,-0.71188400,0.16443600
0.37208200,-1.08955000,0.10517600
0.22622400,-0.97022200,0.20239100
0.33128200,-1.04813000,0.14592300
0.38099000,-0.99667000,0.09052690
0.11846200,-0.71271600,0.13029800
0.23066800,-0.79096300,0.00527400
0.09137050,-0.68994300,0.16486000
0.53036600,-1.01253000,0.06481830
0.37157600,-1.13000000,0.06477180
0.55070100,-1.09041000,0.30485000
0.35158100,-1.21137000,0.08645470
0.53182600,-1.10473000,0.28576600
0.43404200,-1.03522000,-0.16846200
0.31132100,-1.03131000,0.22259200
0.36854800,-0.95190000,0.16858100
0.07957080,-0.63904900,0.15933300
0.24846000,-0.85100100,0.04422010
0.35657900,-0.93280100,0.19587400
0.33152700,-1.06384000,-0.11392500
0.64220300,-1.20063000,0.31740300
0.44952100,-1.04470000,0.00467594
0.51400100,-1.09192000,0.26512100
0.76975500,-1.03042000,0.26596000
0.12012100,-0.77864600,0.02965210
0.13066100,-0.85081400,0.00509182
0.14830000,-0.64015000,0.17746800
0.39081500,-1.08807000,0.22532500
0.19109000,-0.87140100,0.08898410
0.28564200,-0.75287400,-0.09535330
0.49053900,-1.13702000,0.12115500
0.75486500,-1.09076000,0.24564500
0.45527700,-1.08511000,0.25688400
0.45071300,-1.01422000,0.02567020
0.33042600,-1.19189000,0.10484500
0.12570300,-0.65368200,0.19962700
0.11429800,-0.64507800,0.08934910
0.25160300,-1.00643000,0.22129700
