x,y,z
1.01007000,-1.23055000,-0.05636980
1.37176000,-1.19389000,0.32044900
1.01190000,-1.21033000,0.02633090
1.21849000,-1.23334000,0.26231900
1.27106000,-1.19133000,0.30672200
1.31545000,-1.19110000,0.07367920
0.95512400,-1.23552000,0.04029910
1.23326000,-1.11033000,0.12915500
1.31261000,-1.20793000,0.09132760
0.96729900,-1.21322000,0.02570250
0.99230300,-1.28764000,0.06720870
1.23254000,-1.13930000,0.26457700
1.03016000,-1.27153000,0.10654600
1.08104000,-1.18927000,0.13548700
1.11259000,-1.11360000,0.10243700
1.36663000,-1.26959000,0.36361400
1.04978000,-1.15050000,0.06555210
1.18919000,-1.27154000,0.16973000
1.46781000,-1.17788000,0.21176800
1.41147000,-1.19141000,0.22474000
1.22987000,-1.14426000,0.28644600
0.99179800,-1.22879000,-0.05236190
1.07073000,-1.26962000,0.08576720
1.17217000,-1.23010000,0.09021430
1.23035000,-1.10841000,0.16906200
1.44921000,-1.17240000,0.24669400
1.02814000,-1.23073000,-0.01520620
1.30256000,-1.15842000,0.16726900
1.04802000,-1.25106000,0.02649830
1.31091000,-1.21110000,0.32487800
1.35320000,-1.26806000,0.31151900
1.23648000,-1.14977000,0.20695200
1.16953000,-1.24889000,0.16878500
1.05357000,-1.17746000,0.01169800
1.01092000,-1.29040000,0.08469360
1.21106000,-1.23130000,0.16677800
1.01071000,-1.20961000,0.06151610
1.19322000,-1.20908000,0.30330400
1.24976000,-1.18995000,0.18609500
1.18872000,-1.18835000,0.16920700
1.17384000,-1.27497000,0.20333000
1.39256000,-1.30570000,0.31312800
1.10415000,-1.26953000,0.05253290
1.17750000,-1.19359000,0.17801200
1.07622000,-1.17325000,0.07656380
1.16984000,-1.24829000,0.10446500
1.25191000,-1.20992000,0.28476400
1.31270000,-1.16323000,0.35966300
1.16933000,-1.16969000,0.14670100
0.99068500,-1.30469000,-0.03248570
1.04860000,-1.24844000,-0.03023010
1.19912000,-1.16690000,0.29194600
1.49118000,-1.24838000,0.24361600
1.35232000,-1.25240000,0.34355800
1.46685000,-1.18831000,0.20732800
1.27019000,-1.17121000,0.12574000
1.25351000,-1.11679000,0.23102400
1.07111000,-1.28954000,0.06608410
1.17262000,-1.17035000,0.12434400
1.33167000,-1.15307000,0.24603900
1.39123000,-1.15191000,0.24465900
1.27200000,-1.15144000,0.16649300
1.27503000,-1.13848000,0.22797400
1.41071000,-1.19035000,0.18525800
1.05148000,-1.27129000,0.04640210
1.17011000,-1.13183000,0.12691700
1.43186000,-1.25090000,0.28773400
0.99221300,-1.26799000,0.12562200
1.48678000,-1.19259000,0.22733100
1.21463000,-1.16896000,0.34561700
1.09041000,-1.17101000,0.04954140
1.31186000,-1.23125000,0.30769900
1.22828000,-1.27300000,0.12394300
1.01980000,-1.26031000,0.01163820
0.99229200,-1.23159000,0.06601420
1.41282000,-1.21613000,0.14805600
1.06593000,-1.14838000,0.10674000
1.43162000,-1.30956000,0.30830300
1.47337000,-1.21545000,0.15355500
1.01010000,-1.29064000,-0.01670720
1.41208000,-1.22754000,0.16505600
1.08737000,-1.21165000,0.04493320
1.39060000,-1.18992000,0.22502100
1.37011000,-1.15397000,0.26465800
1.30865000,-1.15208000,0.22500900
1.25217000,-1.21069000,0.18692500
1.42967000,-1.22582000,0.16598600
1.42863000,-1.22740000,0.18463700
0.98282900,-1.28479000,-0.08695220
1.28877000,-1.10041000,0.27721100
1.11286000,-1.21179000,0.08177170
1.00974000,-1.31051000,0.01072300
1.05081000,-1.19076000,0.02450830
1.03142000,-1.23463000,0.10286700
1.21026000,-1.24768000,0.12535900
1.23142000,-1.19327000,0.18600900
1.25276000,-1.09879000,0.18874500
1.21041000,-1.17029000,0.16887200
1.29154000,-1.22386000,0.18576600
1.25075000,-1.15427000,0.22481900
1.29253000,-1.15045000,0.24469700
1.50295000,-1.23531000,0.25758400
1.15555000,-1.13975000,0.13928900
1.27179000,-1.09236000,0.12085700
1.38743000,-1.23291000,0.34445300
1.27186000,-1.13466000,0.27936100
1.39017000,-1.15420000,0.28404400
1.21419000,-1.07818000,0.13116600
1.24944000,-1.13195000,0.14497300
1.07067000,-1.17011000,0.06434220
1.35139000,-1.28878000,0.30891300
1.44922000,-1.29468000,0.31956200
1.02926000,-1.29289000,0.10750800
1.23483000,-1.09009000,0.10709000
1.29209000,-1.22992000,0.20722400
1.40779000,-1.27098000,0.34322300
1.16925000,-1.22841000,0.10677700
1.29130000,-1.20974000,0.18791700
1.00724000,-1.30906000,-0.05357000
1.30314000,-1.24606000,0.24032300
1.27273000,-1.15456000,0.30220900
1.43030000,-1.31159000,0.32117500
1.03501000,-1.21178000,0.00299425
1.44915000,-1.21997000,0.31902500
1.37234000,-1.15256000,0.24473900
1.34968000,-1.19417000,0.12780600
1.18789000,-1.18821000,0.10903300
1.14969000,-1.20959000,0.14809400
1.31006000,-1.17116000,0.26663800
1.46720000,-1.17359000,0.24613000
1.02846000,-1.29129000,0.08739860
1.03187000,-1.25059000,0.02512460
1.28896000,-1.15363000,0.22536100
1.19349000,-1.25323000,0.14332700
1.26984000,-1.13418000,0.20371000
1.28872000,-1.15074000,0.16554600
1.21382000,-1.17864000,0.26108600
1.07211000,-1.23217000,0.06497570
0.98002300,-1.21952000,0.07867580
1.33133000,-1.23321000,0.35794300
0.97482500,-1.25573000,0.10620000
1.41096000,-1.19037000,0.16954800
1.23006000,-1.21111000,0.30532400
1.28910000,-1.18779000,0.18733500
1.09958000,-1.17420000,0.09919600
1.01012000,-1.27131000,0.04749160
1.15380000,-1.19226000,0.15934200
0.99163500,-1.23757000,0.10871800
1.20992000,-1.25155000,0.18686000
1.24452000,-1.16865000,0.36784200
1.19179000,-1.15038000,0.16466600
1.26969000,-1.15288000,0.22451600
1.04851000,-1.29056000,0.02924090
0.96992700,-1.25879000,0.11967300
1.33260000,-1.21050000,0.10701000
1.25082000,-1.17367000,0.30535600
1.39261000,-1.16826000,0.18455600
0.95558800,-1.29362000,-0.06244600
1.21021000,-1.22907000,0.30542200
1.25385000,-1.19265000,0.11219700
1.23302000,-1.09121000,0.16413200
0.99049800,-1.27127000,0.08619800
1.39019000,-1.24931000,0.34729400
0.99026200,-1.29588000,0.02855730
1.00862000,-1.25184000,0.16565700
1.19486000,-1.21308000,0.14410000
1.03042000,-1.27280000,0.12624600
1.37086000,-1.29105000,0.32664100
1.35118000,-1.29044000,0.32760500
1.13065000,-1.19071000,0.12732900
1.05666000,-1.16964000,0.10860200
1.14902000,-1.15297000,0.08451460
1.34584000,-1.22201000,0.22748200
1.01082000,-1.25485000,-0.07035690
1.23248000,-1.17479000,0.26385000
1.14783000,-1.22758000,0.08849130
1.43117000,-1.27032000,0.30591200
1.13578000,-1.10832000,0.11920900
1.45061000,-1.19434000,0.16769100
1.44355000,-1.25405000,0.31796600
1.19032000,-1.08987000,0.14606500
1.42977000,-1.17214000,0.26597700
1.41009000,-1.23027000,0.32266300
1.28614000,-1.13797000,0.16218900
1.25287000,-1.19086000,0.26647300
1.30081000,-1.22696000,0.16389000
1.33026000,-1.15535000,0.28558100
1.32248000,-1.17812000,0.08086000
1.00934000,-1.31151000,-0.03897960
1.27046000,-1.15223000,0.34783200
1.23000000,-1.23115000,0.22580600
1.44695000,-1.20931000,0.14893100
1.44997000,-1.27236000,0.32018100
1.06679000,-1.13223000,0.05035350
1.03126000,-1.25009000,0.20723600
1.29095000,-1.17215000,0.28625400
1.34810000,-1.15110000,0.30214800
1.41150000,-1.17294000,0.24544100
1.45188000,-1.28941000,0.29116800
1.19446000,-1.21164000,0.28487100
1.30949000,-1.19110000,0.24461100
1.15283000,-1.25262000,0.18296900
1.30837000,-1.21028000,0.26503800
1.26837000,-1.21117000,0.18492700
1.39146000,-1.18936000,0.28597200
1.23015000,-1.19074000,0.30541300
1.46561000,-1.31405000,0.31824000
1.23047000,-1.15443000,0.32615700
1.22896000,-1.23064000,0.20635200
1.06085000,-1.24206000,0.13446900
1.01065000,-1.26941000,0.10494500
1.18695000,-1.06692000,0.15940000
1.34916000,-1.11323000,0.27133200
1.47134000,-1.27281000,0.28628200
1.13283000,-1.21280000,0.10459000
1.06851000,-1.19033000,0.02743470
1.21934000,-1.16489000,0.21448500
1.15035000,-1.11346000,0.14360200
1.25284000,-1.19113000,0.24523000
1.04152000,-1.25813000,0.13435400
1.27060000,-1.11120000,0.12328400
1.41003000,-1.33116000,0.32596900
1.38491000,-1.13794000,0.27040700
1.23192000,-1.17281000,0.20761400
1.15157000,-1.21332000,0.16203500
1.11230000,-1.17152000,0.10533400
1.26701000,-1.07011000,0.14853600
1.03220000,-1.17188000,0.04448270
1.11528000,-1.20863000,0.13951200
1.35422000,-1.25372000,0.36029300
1.43448000,-1.25102000,0.27315300
1.41097000,-1.31098000,0.31066400
1.21778000,-1.18795000,0.34356600
1.33069000,-1.21305000,0.28532300
1.13001000,-1.19196000,0.10583200
1.11783000,-1.14075000,0.13829200
1.27100000,-1.21109000,0.32485700
1.25059000,-1.07457000,0.16010500
1.43244000,-1.21082000,0.24489300
1.16619000,-1.25102000,0.08298790
1.15045000,-1.19008000,0.14729600
1.19254000,-1.16901000,0.12663100
1.37820000,-1.21553000,0.33773300
1.07137000,-1.13687000,0.07680720
1.19358000,-1.19215000,0.18209600
1.15563000,-1.23468000,0.17890200
1.42966000,-1.21339000,0.30485300
1.40573000,-1.21348000,0.31964200
