x,y,z
-0.30950400,-0.22933400,1.84574000
-0.36474000,-0.22520900,1.86240000
-0.32752400,-0.25267400,1.78793000
-0.26925800,-0.21570700,1.82937000
-0.35089300,-0.22754200,1.86417000
-0.35187300,-0.20779300,1.88075000
-0.34804900,-0.22941600,1.82855000
-0.23777100,-0.21925800,1.78662000
-0.29136200,-0.24912200,1.78445000
-0.30365000,-0.21269400,1.88074000
-0.27092800,-0.27589000,1.78514000
-0.32901100,-0.19369600,1.83132000
-0.29030200,-0.21280000,1.80253000
-0.23100000,-0.22081000,1.79858000
-0.27018600,-0.24817500,1.76302000
-0.23296000,-0.22005700,1.83714000
-0.20768500,-0.23187700,1.76111000
-0.36141100,-0.24599900,1.83837000
-0.28782100,-0.26744300,1.78322000
-0.21256100,-0.22735600,1.80325000
-0.32851000,-0.19170000,1.86666000
-0.24299000,-0.25479700,1.73090000
-0.26939200,-0.24469500,1.77964000
-0.32920600,-0.22893500,1.79288000
-0.21001000,-0.21855700,1.74600000
-0.25605200,-0.21307900,1.78461000
-0.32749800,-0.22647000,1.85914000
-0.32689300,-0.23192400,1.80647000
-0.27072000,-0.21411800,1.80374000
-0.22568300,-0.25433900,1.71386000
-0.22844000,-0.24777300,1.76741000
-0.31337900,-0.19696900,1.83197000
-0.28923500,-0.25014200,1.80555000
-0.34591500,-0.19325000,1.86765000
-0.32729500,-0.25028300,1.85308000
-0.21496800,-0.24173500,1.74425000
-0.25662600,-0.27557500,1.76663000
-0.22748900,-0.21802700,1.75188000
-0.30724400,-0.25079700,1.85313000
-0.21560700,-0.26549700,1.72188000
-0.26921200,-0.23197800,1.82192000
-0.20877300,-0.26731500,1.76136000
-0.27051300,-0.22716900,1.84286000
-0.31454200,-0.19644800,1.86677000
-0.30775200,-0.21117700,1.80578000
-0.35080800,-0.24983900,1.82964000
-0.24760700,-0.21462200,1.76789000
-0.27606100,-0.23662200,1.81136000
-0.23917500,-0.26826700,1.73694000
-0.22695500,-0.25287000,1.73039000
-0.24170000,-0.21888000,1.84519000
-0.28774000,-0.22969800,1.78344000
-0.25380900,-0.21699300,1.80514000
-0.23129600,-0.25312100,1.81369000
-0.30664900,-0.26983400,1.76733000
-0.29045000,-0.24774900,1.82189000
-0.22927800,-0.26974500,1.72647000
-0.20682000,-0.25503200,1.81178000
-0.23080800,-0.23416200,1.76628000
-0.24814700,-0.25391700,1.81374000
-0.29274000,-0.21771600,1.87127000
-0.33087000,-0.21711900,1.79035000
-0.34682700,-0.21164100,1.86570000
-0.29102300,-0.22561800,1.84830000
-0.27180300,-0.27479700,1.76959000
-0.19397100,-0.23258400,1.76465000
-0.26773500,-0.26117100,1.82105000
-0.34891800,-0.20978000,1.84453000
-0.28231200,-0.25757500,1.75441000
-0.26409600,-0.21742900,1.76669000
-0.28958100,-0.22973900,1.86445000
-0.34920500,-0.21268900,1.82964000
-0.34703200,-0.23164900,1.84431000
-0.32836800,-0.21136400,1.86104000
-0.26572200,-0.28324500,1.76256000
-0.30761900,-0.21951700,1.79083000
-0.22996000,-0.23384900,1.83140000
-0.22732000,-0.24823500,1.82105000
-0.25722800,-0.23138800,1.86272000
-0.33097400,-0.24675600,1.80265000
-0.27037100,-0.23138100,1.86710000
-0.30833200,-0.21032000,1.82249000
-0.23169800,-0.24793000,1.74265000
-0.31247100,-0.20906500,1.84706000
-0.32935000,-0.20593000,1.85064000
-0.32698600,-0.21072700,1.82471000
-0.30992600,-0.21223800,1.86450000
-0.30894200,-0.19403600,1.84056000
-0.32994600,-0.23020500,1.84890000
-0.26663100,-0.22689900,1.76719000
-0.26851800,-0.24893100,1.85982000
-0.32713300,-0.21264600,1.80307000
-0.32875100,-0.21653200,1.88456000
-0.32927400,-0.23378600,1.82663000
-0.30839300,-0.23169300,1.82809000
-0.30890300,-0.23134700,1.81015000
-0.28969400,-0.22964700,1.82322000
-0.28792000,-0.23620600,1.81107000
-0.28323400,-0.22431600,1.88371000
-0.27094600,-0.23140900,1.78305000
-0.26646700,-0.23150600,1.87792000
-0.24886900,-0.24745600,1.82332000
-0.24960900,-0.23027400,1.76291000
-0.24625400,-0.22800700,1.84377000
-0.23225800,-0.23390800,1.84606000
-0.22947500,-0.23099700,1.74710000
-0.19619800,-0.24806300,1.76468000
-0.24916200,-0.24785300,1.76538000
-0.22316400,-0.26533100,1.76264000
-0.30800700,-0.24496200,1.80194000
-0.22840700,-0.23225200,1.78386000
-0.28844600,-0.24944300,1.76488000
-0.22934300,-0.21319500,1.76186000
-0.24653700,-0.25049700,1.74258000
-0.28899400,-0.27327300,1.76735000
-0.24941300,-0.21529800,1.82446000
-0.27055500,-0.21562400,1.78918000
-0.34552700,-0.25110900,1.84753000
-0.32831200,-0.24370700,1.82387000
-0.30978100,-0.25126800,1.78402000
-0.30747900,-0.22694600,1.85887000
-0.30582200,-0.25150300,1.77267000
-0.26916000,-0.25378800,1.74949000
-0.24847800,-0.23150700,1.82477000
-0.24928200,-0.23162400,1.78467000
-0.24087000,-0.22967300,1.79677000
-0.22862200,-0.22627200,1.80540000
-0.21054200,-0.23041000,1.78187000
-0.30908300,-0.23105700,1.79024000
-0.30809400,-0.26319100,1.77755000
-0.29112400,-0.21172300,1.82626000
-0.28411000,-0.21496800,1.78883000
-0.25110100,-0.24845400,1.77672000
-0.21274100,-0.25189100,1.76633000
-0.19656500,-0.26723200,1.76441000
-0.32665600,-0.21057900,1.89689000
-0.29201400,-0.23780300,1.77280000
-0.24272500,-0.23158500,1.74644000
-0.21065000,-0.21369700,1.76066000
-0.30664100,-0.24677700,1.82232000
-0.28814200,-0.20903100,1.84033000
-0.27250200,-0.24853800,1.82476000
-0.24956000,-0.26812000,1.81898000
-0.26044100,-0.28269100,1.78961000
-0.21420700,-0.28130400,1.75488000
-0.27190700,-0.21474300,1.84364000
-0.21856100,-0.24639000,1.77757000
-0.33185500,-0.25782300,1.85725000
-0.30730700,-0.26891600,1.85066000
-0.26744100,-0.26769600,1.80437000
-0.27682400,-0.25760300,1.85477000
-0.26933500,-0.25165000,1.81241000
-0.29625100,-0.21343700,1.88065000
-0.34045700,-0.26794600,1.85531000
-0.24075200,-0.21686700,1.75136000
-0.24215700,-0.27157700,1.72967000
-0.32505100,-0.26399400,1.78308000
-0.28383300,-0.26319800,1.79654000
-0.24923300,-0.27133800,1.80732000
-0.21042200,-0.27078600,1.80611000
-0.32767400,-0.18731600,1.87627000
-0.30907400,-0.20017300,1.87624000
-0.28979700,-0.25284400,1.85407000
-0.28645100,-0.24535700,1.85638000
-0.25061400,-0.25277100,1.86453000
