x,y,z
-0.06504010,-1.00353000,1.20680000
-0.05521250,-1.04165000,1.16063000
0.08838060,-1.07795000,1.12658000
0.03419130,-0.99070700,1.14466000
0.07814310,-0.96647800,1.11475000
-0.04090490,-1.00437000,1.17391000
-0.04202200,-0.96514600,1.18505000
0.04361660,-0.98830700,1.10210000
0.04224030,-1.06320000,1.11686000
-0.02716950,-0.99943200,1.18638000
-0.01687120,-1.03613000,1.14065000
-0.00116723,-1.04288000,1.15033000
0.03236190,-1.07598000,1.14094000
0.01820710,-1.02734000,1.15268000
0.05966250,-1.00278000,1.09240000
0.09994440,-0.99892700,1.09266000
-0.08100770,-0.96100700,1.20760000
0.01370130,-1.02820000,1.16774000
0.08052970,-0.98624600,1.09808000
-0.06233250,-1.02261000,1.18974000
-0.06576770,-1.02272000,1.20729000
0.03951090,-1.02331000,1.11518000
0.01958400,-1.05819000,1.13284000
-0.09934810,-0.98488600,1.19807000
-0.09709170,-1.02504000,1.21478000
-0.06717020,-0.96157300,1.20411000
-0.00694256,-0.98183000,1.16581000
0.05898670,-1.02235000,1.13068000
0.02790540,-1.06029000,1.12159000
-0.07950220,-0.98320600,1.19343000
0.06095150,-1.04761000,1.13300000
-0.07556750,-0.99300400,1.20907000
0.07986390,-1.02328000,1.12833000
0.01625940,-1.00208000,1.14879000
0.11845000,-1.06559000,1.11614000
-0.07641720,-1.03886000,1.17543000
0.06302080,-1.07847000,1.10208000
0.02026410,-0.98107400,1.11264000
-0.03895760,-0.96372200,1.17457000
0.05295230,-1.06286000,1.10225000
0.02252530,-1.03849000,1.16521000
0.10234100,-1.02551000,1.11712000
-0.01848190,-0.97982000,1.13610000
0.09948610,-1.04394000,1.12885000
-0.08426220,-1.02182000,1.22605000
-0.10121200,-0.96862000,1.21348000
-0.02202700,-1.01935000,1.16696000
-0.02455820,-0.96359100,1.16971000
0.03858170,-0.98091500,1.10757000
-0.00063831,-1.00492000,1.15333000
0.04921740,-1.05229000,1.10241000
0.08034100,-1.04351000,1.13147000
0.10601700,-1.06666000,1.14311000
-0.07585280,-1.00612000,1.21405000
-0.00017328,-1.03662000,1.16618000
0.08143040,-1.05764000,1.12792000
0.00077960,-1.02190000,1.13650000
0.01986090,-1.04243000,1.13500000
-0.04097910,-1.00262000,1.15592000
-0.04546940,-0.98384500,1.18727000
-0.03538700,-1.06091000,1.15583000
-0.04343100,-1.00158000,1.18854000
0.06789070,-1.00231000,1.12192000
-0.00598976,-1.00290000,1.16603000
0.02553170,-1.03582000,1.11092000
0.03840610,-1.06259000,1.13373000
-0.01216250,-0.97205300,1.13972000
0.10068300,-1.08175000,1.11569000
0.10068900,-1.06356000,1.12846000
-0.10039400,-1.01190000,1.23056000
-0.08135400,-1.02291000,1.21281000
-0.08578500,-1.01176000,1.22495000
-0.07925570,-1.02345000,1.19295000
-0.07942580,-1.02473000,1.17687000
-0.07538620,-1.00727000,1.17961000
-0.06114370,-1.00344000,1.17398000
-0.06063070,-1.02273000,1.17222000
-0.07933830,-1.00419000,1.19025000
-0.06134300,-1.00367000,1.19271000
-0.05369840,-0.99829100,1.16039000
-0.03949250,-1.02495000,1.15824000
-0.03898350,-1.04165000,1.15772000
-0.05610040,-0.98764700,1.17388000
-0.04183850,-0.98365000,1.17257000
-0.02056110,-1.02420000,1.15464000
-0.02090080,-1.04194000,1.15202000
-0.06058010,-0.98496100,1.19081000
-0.01988970,-1.00363000,1.15535000
-0.02013410,-1.06225000,1.14930000
-0.06055130,-0.96564100,1.19250000
-0.02384070,-0.98222200,1.15125000
-0.00179241,-1.06237000,1.14654000
-0.02134850,-0.98371300,1.17036000
-0.00223126,-1.02381000,1.15225000
-0.02196640,-1.00514000,1.17095000
0.01879830,-1.06278000,1.15235000
-0.00210478,-1.02520000,1.16480000
0.01667130,-1.04107000,1.15331000
0.01927360,-0.98390800,1.14891000
-0.01226690,-1.02566000,1.14231000
0.03695770,-1.04508000,1.15062000
-0.03952770,-0.98477900,1.15620000
-0.00494076,-0.97951100,1.12655000
-0.01935560,-0.96443300,1.15464000
0.00504427,-0.98058600,1.11983000
0.02174810,-1.02137000,1.11752000
0.02159950,-0.97020300,1.11979000
0.03229330,-0.99544500,1.10387000
0.04309010,-1.00067000,1.09816000
0.03989600,-0.96746900,1.11728000
0.06090370,-1.01932000,1.08616000
0.06488500,-1.02753000,1.08176000
0.06035490,-0.98640500,1.09946000
0.05834320,-0.97667000,1.10589000
0.06963260,-1.01388000,1.08426000
0.05993000,-0.96599200,1.11545000
0.07793550,-1.00112000,1.08849000
0.05749960,-0.96452800,1.12543000
0.08158910,-0.98034400,1.11284000
0.09573660,-0.99078800,1.09875000
0.09889780,-0.98296300,1.11112000
0.10228500,-1.00285000,1.11300000
0.03756760,-1.04034000,1.13224000
0.04118460,-1.04289000,1.11297000
0.04315440,-1.07485000,1.11043000
0.06039640,-1.06210000,1.11116000
0.05911220,-1.04136000,1.11254000
0.03843910,-1.02361000,1.13638000
0.07892490,-1.06297000,1.11202000
0.07758630,-1.08375000,1.10218000
0.05916390,-1.02675000,1.11865000
0.07725220,-1.04534000,1.11695000
0.03952730,-1.00249000,1.13444000
0.03482810,-1.03045000,1.14870000
0.05343220,-1.02955000,1.14554000
0.05977740,-1.00596000,1.13133000
0.07290090,-1.03091000,1.12008000
0.07987980,-1.08135000,1.11346000
0.09792970,-1.06408000,1.11688000
0.07567510,-1.00485000,1.12911000
0.09609630,-1.02349000,1.12707000
0.10249300,-1.08004000,1.12735000
0.11786600,-1.06270000,1.13176000
-0.05206940,-1.02835000,1.16129000
0.06242740,-1.08047000,1.10959000
0.04264950,-1.06611000,1.15126000
0.05539660,-1.05468000,1.13121000
