x,y,z
-0.44781600,-0.88198700,0.47274400
-0.70087800,-0.94517800,0.45366200
-0.63764000,-0.80474700,0.69427900
-0.56479700,-0.87962900,0.57090100
-0.41233500,-0.92994100,0.60597300
-0.61747900,-0.62388800,0.63238200
-0.60039600,-0.50352900,0.59247900
-0.54507000,-0.66127100,0.61230200
-0.60193200,-0.86647900,0.41322000
-0.68063400,-0.70278200,0.79533000
-0.47904600,-0.60230600,0.65296200
-0.47768400,-0.96113200,0.47263200
-0.70478800,-0.52200100,0.77481600
-0.54672200,-0.92657700,0.39086800
-0.53981000,-0.86618800,0.50643900
-0.57437100,-0.62809500,0.84682800
-0.45991600,-0.88349400,0.53282500
-0.50761900,-0.83288300,0.59946800
-0.58575900,-0.72248100,0.76799900
-0.41702900,-0.84485600,0.41053100
-0.48358500,-0.88780000,0.44838100
-0.44131200,-0.90183400,0.49290200
-0.58236700,-0.74938500,0.63115100
-0.52038300,-0.58270000,0.65069800
-0.56440200,-0.56285600,0.75595000
-0.46002600,-0.92288200,0.35345600
-0.67518600,-0.82430600,0.63227700
-0.50535200,-0.48397500,0.65394800
-0.56254900,-0.74557600,0.55264500
-0.60492400,-0.64309000,0.67313400
-0.56049700,-0.44294400,0.55602900
-0.64349100,-0.40283000,0.69405600
-0.59773700,-0.52355600,0.62955000
-0.56491600,-0.60335600,0.67295300
-0.63763200,-0.70274100,0.67396100
-0.64448000,-0.84156500,0.75532200
-0.50086600,-0.82351700,0.45365800
-0.53674000,-0.42251100,0.65233700
-0.56542200,-0.42370200,0.59113600
-0.61681900,-0.62274400,0.55411500
-0.49653800,-0.86656500,0.66386400
-0.58163500,-0.90207300,0.53256400
-0.60217200,-1.18220000,0.47730900
-0.37507500,-0.96139600,0.66613800
-0.34272600,-0.96184900,0.67726300
-0.65436000,-0.87145400,0.41714400
-0.56127700,-0.96105300,0.41149800
-0.52641600,-0.62294100,0.60904700
-0.46049400,-0.83978100,0.59256500
-0.69948000,-0.40453900,0.78883900
-0.67996900,-0.62347100,0.73287800
-0.54779100,-0.58289500,0.75595100
-0.58131600,-0.84212000,0.62885500
-0.52006500,-0.86979800,0.53745900
-0.73425900,-0.81041200,0.67995500
-0.60334900,-0.82577200,0.61324500
-0.54002900,-0.56374400,0.65336500
-0.63891400,-0.54153200,0.79442900
-0.63976800,-0.86337600,0.49264500
-0.55879100,-0.84251800,0.43059700
-0.56806300,-0.35107700,0.75442900
-0.58268000,-0.81000700,0.45906200
-0.62014300,-0.56366500,0.75280200
-0.56865900,-0.69722800,0.61354300
-0.56049300,-0.91904600,0.59157400
-0.45971400,-0.84205300,0.57126500
-0.66177100,-0.84196500,0.79054000
-0.52252100,-0.62268400,0.69189300
-0.52084700,-0.30459200,0.69068100
-0.66626400,-0.32446300,0.74676900
-0.54235800,-0.96148800,0.44667900
-0.65938600,-0.62384100,0.81101400
-0.73618700,-0.28809600,0.72613200
-0.58048200,-0.52429600,0.80923500
-0.67461300,-0.82443200,0.59363600
-0.62261800,-0.90534100,0.53215400
-0.55863800,-0.30310600,0.65264400
-0.58258000,-0.66315800,0.63317100
-0.60068700,-0.64324700,0.79265400
-0.52548900,-0.26399600,0.65526400
-0.60130000,-0.70330300,0.73159200
-0.50607400,-0.46553200,0.65186900
-0.56098000,-0.64383800,0.55108800
-0.40208900,-0.85179500,0.55976900
-0.51905500,-0.96194500,0.43225100
-0.62024900,-0.66254400,0.65253000
-0.54117500,-0.90262800,0.49104700
-0.60041600,-1.16408000,0.49374400
-0.60566300,-0.35183100,0.74994600
-0.59964800,-0.70331800,0.69237500
-0.57808100,-0.22295400,0.63443800
-0.50020500,-0.80278000,0.39521800
-0.64141600,-0.68332700,0.73275500
-0.66222900,-0.37428600,0.68255700
-0.45887600,-0.96202400,0.35629700
-0.53725800,-0.52258700,0.55430400
-0.57831700,-0.58381000,0.55147100
-0.74091800,-0.82603800,0.67653300
-0.55853500,-0.40332500,0.61406700
-0.45967000,-0.84226400,0.46957600
-0.69984600,-0.90893100,0.47664400
-0.63970100,-0.82080500,0.77327000
-0.53752000,-0.80522400,0.57081800
-0.67989000,-0.62279700,0.69308500
-0.56411000,-0.56149700,0.81016800
-0.63247700,-0.90084000,0.39926800
-0.64131400,-0.92254700,0.49297100
-0.56046300,-0.86409500,0.47453400
-0.53965000,-0.52223800,0.63705700
-0.44049300,-0.82102500,0.57174900
-0.46221700,-0.82444800,0.49195300
-0.71208500,-0.80214000,0.78253900
-0.61645600,-0.75642300,0.55829500
-0.67865900,-0.91998000,0.49316500
-0.57641200,-0.68270300,0.75324600
-0.72114200,-0.92481900,0.51299300
-0.49449200,-0.78177800,0.35952600
-0.57808400,-0.38511700,0.73126300
-0.58250300,-0.48393900,0.62958800
-0.57892500,-0.89737900,0.63032400
-0.54309900,-0.80470600,0.45217700
-0.60009100,-0.60416100,0.81197100
-0.70641300,-0.54359600,0.76019200
-0.60028700,-0.68278100,0.71030600
-0.59980600,-0.48335400,0.59283600
-0.61958100,-0.30398400,0.70976100
-0.69731000,-0.88460700,0.51402800
-0.64160100,-0.42384700,0.78854900
-0.55210600,-0.21823400,0.68342800
-0.58341000,-0.54086000,0.67355300
-0.77990000,-0.38099500,0.75189400
-0.64317300,-0.40919000,0.78459000
-0.68159100,-0.95048300,0.41409700
-0.61503200,-0.68373200,0.57688000
-0.50235300,-0.94471300,0.39245800
-0.54507100,-0.67896900,0.59011500
-0.63772700,-0.80584700,0.67176100
-0.58702200,-0.99989100,0.41463900
-0.53782400,-0.34478000,0.74777300
-0.64258600,-0.84070200,0.63014600
-0.65906200,-0.52300500,0.77468900
-0.64599400,-0.42476700,0.73249900
-0.69943500,-0.60857500,0.74660900
-0.55837700,-0.52249300,0.67463700
-0.75838300,-0.22612000,0.66868400
-0.58017400,-0.54378000,0.73182800
-0.76170400,-0.36168700,0.73295900
-0.65926700,-0.66310200,0.75232000
-0.60225800,-0.96458000,0.39903300
-0.42756400,-0.84558300,0.59745000
-0.49702200,-0.92253900,0.35329300
-0.67895900,-0.80390400,0.75065000
-0.50192200,-0.88225200,0.61096000
-0.51963700,-0.88623200,0.49421900
-0.58098600,-0.66387100,0.57350600
-0.57717400,-0.85987400,0.43251800
-0.57999100,-1.12539000,0.49236900
-0.61836600,-1.00223000,0.47238200
-0.46315900,-0.94368200,0.39118700
-0.49873600,-0.94055400,0.44830100
-0.55503600,-0.40148700,0.68016500
-0.45803400,-0.94218300,0.37403000
-0.62453600,-0.86248600,0.65182400
-0.61763400,-0.80271100,0.63449600
-0.49968600,-0.86294300,0.57442600
-0.71624700,-0.76308400,0.79491500
-0.69996100,-0.24819500,0.70543700
-0.63767700,-0.74266800,0.67457500
-0.54800100,-0.23713300,0.61848400
-0.54126100,-0.90307100,0.59338400
-0.47887500,-0.89871100,0.53073700
-0.60079000,-0.72185100,0.77258200
-0.65341300,-0.46335300,0.71071000
-0.58733200,-0.73908600,0.67335400
-0.54151500,-0.82392900,0.43476600
-0.58464100,-0.66212700,0.77555300
-0.64004200,-0.56207400,0.75325200
-0.65656800,-0.30206500,0.65722200
-0.75959300,-0.26008900,0.67532700
-0.52184300,-0.42423900,0.73201800
-0.49563600,-0.83913400,0.60576700
-0.48343000,-0.82936000,0.61795900
-0.52083400,-0.82189300,0.61209300
-0.50363400,-0.87135300,0.47262700
-0.73962300,-0.20141100,0.67165800
-0.46598900,-0.86513600,0.43411700
-0.56512600,-0.64130300,0.68937000
-0.63969000,-1.14249000,0.47467800
-0.59841200,-0.48351800,0.77260600
-0.56133000,-0.42324400,0.57304500
-0.65976700,-0.64318100,0.77281600
-0.32851400,-0.91611900,0.68017600
-0.61747300,-0.57729400,0.69020600
-0.62204400,-0.98310000,0.39725100
-0.57608100,-0.60454200,0.67166000
-0.60275400,-1.12398000,0.49508000
-0.43575700,-0.79258300,0.48411300
-0.44605000,-0.88384300,0.35528300
-0.50737700,-0.44095700,0.65464000
-0.65955200,-0.46262900,0.55909500
-0.42274000,-0.90572400,0.55386400
-0.63659700,-0.54319800,0.77355400
-0.62154900,-0.68328600,0.67239100
-0.55874400,-0.66302900,0.59362000
-0.53804900,-0.42349500,0.61287500
-0.65263300,-0.50335100,0.69358000
-0.52788600,-0.52265700,0.70490900
-0.63538100,-0.86163700,0.67338700
-0.56975100,-0.67448800,0.76784100
-0.40245000,-0.84395000,0.65808300
-0.54318800,-0.83802300,0.58720600
-0.48704900,-0.61919300,0.55450500
-0.44245700,-0.86345200,0.59344900
-0.63966900,-0.60230700,0.69324600
-0.67843700,-0.88317500,0.49414800
-0.73197900,-0.16913400,0.66352000
-0.52038600,-0.48254500,0.69132200
-0.64168000,-0.30113000,0.67677100
-0.68137200,-0.28268200,0.67350200
-0.60413400,-0.91730800,0.39896700
-0.53993900,-0.92461500,0.43397000
-0.52312300,-0.42348600,0.69133300
-0.68122200,-0.28427900,0.69349000
-0.63528800,-0.52275800,0.75239700
-0.54384100,-0.78284800,0.51182100
-0.57853200,-0.24285300,0.63397400
-0.48424700,-0.98335500,0.37430900
-0.61984100,-0.92016600,0.39995400
-0.58251200,-0.88664700,0.63322000
-0.65935500,-0.48250100,0.56770600
-0.58153000,-0.68357800,0.57240500
-0.66115900,-0.76338000,0.75216300
-0.49512400,-0.87054100,0.65492100
-0.66197500,-0.36241400,0.67616800
-0.54298900,-0.54404300,0.61213500
-0.45336000,-0.95871400,0.52585500
-0.62169600,-0.62405600,0.67186700
-0.66850500,-0.42850000,0.57330600
-0.55691400,-0.38277400,0.64741800
-0.57952300,-0.86381400,0.45299600
-0.59911500,-0.30365200,0.70956700
-0.46326500,-0.88406300,0.55216800
-0.59955800,-0.84071300,0.49083500
-0.52974000,-0.62125300,0.70546300
-0.68354100,-0.38520500,0.77001700
-0.62434600,-0.48500100,0.79125800
-0.60029400,-0.44284400,0.69881000
-0.71994000,-0.28481400,0.71157900
-0.56197500,-0.66278900,0.63256200
-0.50005100,-0.82454700,0.61300900
-0.53864400,-0.38272400,0.69220200
-0.53565200,-0.44131000,0.59760800
-0.68048000,-0.78396200,0.69192200
-0.49884900,-0.98226800,0.39283400
-0.58449600,-0.58293000,0.53023800
-0.57944100,-0.54411500,0.70013000
-0.54031100,-0.48328500,0.57234000
-0.70121600,-0.92313900,0.51272700
-0.64043400,-0.62309400,0.79208500
-0.64305100,-0.58269400,0.75425200
-0.49997000,-0.86399700,0.51258900
-0.53998000,-0.40171200,0.72819800
-0.62166800,-0.78234400,0.78837000
-0.53372600,-0.63507500,0.70594900
-0.39594500,-0.89968300,0.60881700
-0.47725100,-0.94251700,0.47176700
-0.70212800,-0.95620700,0.44809000
-0.66429700,-0.48768500,0.82526800
-0.55979600,-0.48162900,0.71172200
-0.76098400,-0.34105100,0.75189600
-0.63997100,-0.80200100,0.77270500
-0.65884300,-0.80627100,0.63187400
-0.53961500,-1.02370000,0.41092200
-0.60058600,-0.60477500,0.65195700
-0.64330300,-0.64344500,0.84423100
-0.65113500,-0.78379000,0.63958200
-0.65990300,-0.78397700,0.71228700
-0.57594500,-0.34086500,0.75246700
-0.71860100,-0.38246000,0.75222500
-0.59887900,-0.86295400,0.57137500
-0.67967600,-0.88434000,0.51310200
-0.62618300,-0.99937200,0.53014300
-0.61979800,-0.48719400,0.57993200
-0.64299400,-0.84316700,0.55288400
-0.60127400,-0.90568500,0.43332500
-0.69670800,-0.64120100,0.71234100
-0.64376200,-0.81797000,0.73464800
-0.72347100,-0.46132800,0.75849600
-0.42212200,-0.81888800,0.46853400
-0.62219700,-0.34720500,0.74996500
-0.58405400,-0.86163300,0.57204900
-0.47824000,-0.86035700,0.63249700
-0.65963000,-0.68260700,0.67299100
-0.66071000,-0.64332000,0.67282300
-0.56634400,-0.82019300,0.62792700
-0.40079300,-0.94124800,0.61396900
-0.37862400,-0.94428000,0.67053600
-0.72039700,-0.24048100,0.65753800
-0.42688000,-0.82848300,0.55872700
-0.57942200,-0.56332100,0.55085900
-0.63510800,-0.84474800,0.47319700
-0.64033400,-0.82670100,0.53320100
-0.67970400,-0.94398500,0.45323200
-0.42511200,-0.91890700,0.53353300
-0.58027900,-0.38334900,0.71277000
-0.65847100,-0.80415100,0.65351200
-0.58085500,-0.84364300,0.47500700
-0.65761400,-0.60395700,0.65946900
-0.65400600,-0.86343100,0.42923500
-0.65938900,-0.38334500,0.69548800
-0.70068800,-0.58245500,0.82454400
-0.48602000,-0.94065700,0.32984900
-0.39677000,-0.93055300,0.67074800
-0.50065800,-0.88419400,0.49270900
-0.61913700,-0.82358100,0.63270100
-0.56055600,-0.54382200,0.69597700
-0.55950600,-0.56418900,0.63422300
-0.55263500,-0.80541200,0.51276400
-0.54127100,-0.80447100,0.58859800
-0.63973000,-0.90337100,0.43396800
-0.70114900,-0.88493400,0.53275400
-0.56111800,-0.90416500,0.49201600
-0.73501900,-0.92127500,0.49589200
-0.60173100,-0.70180000,0.79146000
-0.60361100,-0.68155700,0.80962900
-0.63803000,-0.70320600,0.65550600
-0.44083300,-0.82256800,0.40761700
-0.58442100,-0.52296500,0.64623300
-0.64163600,-0.80151400,0.73164700
-0.56160500,-0.68320000,0.53285200
-0.59908800,-0.30075200,0.68054800
-0.57886200,-0.84242800,0.61070900
-0.68062600,-0.26345600,0.69410300
-0.64057800,-0.76300600,0.71397000
-0.64204500,-0.66319800,0.75297900
-0.41482600,-0.96120900,0.64510300
-0.65980700,-0.68286000,0.82876300
-0.44955900,-0.84610900,0.51359900
-0.65551700,-0.57608600,0.56325500
-0.50398400,-0.88334900,0.35771000
-0.60354400,-0.90458300,0.53146900
-0.62084000,-0.94241900,0.43377600
-0.56345800,-0.50395500,0.61211300
-0.65991600,-0.60378200,0.69262600
-0.44102700,-0.86372200,0.63343000
-0.66281800,-0.95838800,0.47267500
-0.56208800,-0.24371900,0.65223600
-0.74229100,-0.42594900,0.77165000
-0.50790600,-0.97937900,0.42653400
-0.54006600,-0.81859400,0.61027100
-0.62619200,-0.50512800,0.80983700
-0.52520100,-0.40294700,0.69147400
-0.67909000,-0.72249700,0.81273200
-0.57968500,-0.91968600,0.57193100
-0.39868400,-0.94293500,0.65279700
-0.56073300,-0.30331800,0.69205000
-0.49181100,-0.90444100,0.32411500
-0.69996600,-0.54255300,0.79380600
-0.63664700,-0.59112100,0.66004200
-0.54134000,-0.34445700,0.72916800
-0.55653500,-0.77904700,0.47436000
-0.57890800,-0.48371300,0.75304500
-0.69904900,-0.90683300,0.51307800
-0.54122000,-0.81648500,0.57233700
-0.49863100,-0.86486900,0.41221000
-0.65957500,-0.82413200,0.55330700
-0.43099700,-0.87497500,0.64414500
-0.49981800,-0.88226500,0.55217900
-0.64239400,-0.50449900,0.79085600
-0.73739600,-0.36347300,0.76818800
-0.52097000,-0.82480800,0.43210000
-0.58168300,-0.80392200,0.49443500
-0.70113100,-0.72287500,0.80802300
-0.56126800,-0.90612800,0.47387800
-0.42063300,-0.84408900,0.65231600
-0.59966900,-0.62345100,0.79343200
-0.74144100,-0.23576500,0.63843000
-0.50753500,-0.52050700,0.65597200
-0.50167200,-0.88026200,0.59405800
-0.44226200,-0.82537800,0.45271500
-0.62173000,-0.64328300,0.75303500
-0.64451000,-0.44369600,0.69752400
-0.64128000,-0.52378000,0.82892800
-0.59481300,-0.83178500,0.57959600
-0.57952600,-0.88101500,0.57150600
-0.62112200,-0.52547900,0.57580300
-0.64562700,-0.34495800,0.67285200
-0.58269700,-0.57235700,0.52248700
-0.69392600,-0.61814500,0.79011800
-0.60381600,-0.86872400,0.39771300
-0.62967700,-0.49068900,0.80695900
-0.64133900,-0.88418500,0.47255900
-0.60430500,-0.68359700,0.67121700
-0.62067600,-0.64397400,0.69244900
-0.34812800,-0.83897000,0.61726800
-0.47506700,-0.91434200,0.50317700
-0.34354400,-0.93939400,0.65653500
-0.62235100,-0.84288800,0.51187600
-0.56062000,-0.46247900,0.55484000
-0.71387400,-0.88425800,0.53157700
-0.56187100,-0.90379000,0.43183800
-0.65712900,-1.18241000,0.48697200
-0.54507300,-0.91893200,0.59295200
-0.54102500,-0.94390300,0.41321600
-0.67844900,-0.78333600,0.73365400
-0.60214100,-0.94361700,0.51220200
-0.63892300,-0.50295900,0.71359600
-0.52130800,-0.91492300,0.46769300
-0.57261300,-0.76111900,0.61635500
-0.48839400,-0.40194700,0.71505700
-0.65942900,-0.68282700,0.71332000
-0.61837500,-1.10512000,0.50724700
-0.68119100,-0.94636400,0.43341800
-0.65616700,-0.66283400,0.69367800
-0.67953900,-0.60269300,0.69329600
-0.62519900,-0.46341800,0.71212100
-0.49683600,-0.98116300,0.37543700
-0.58296700,-0.70224700,0.63247600
-0.64231800,-0.94707200,0.41318300
-0.63560300,-0.76463900,0.63441700
-0.60129900,-0.66353800,0.77298400
-0.54075000,-0.46355200,0.57177200
-0.48308100,-0.80373100,0.39088200
-0.59028400,-0.69603500,0.81504300
-0.47890600,-0.91835700,0.35892200
-0.53895500,-0.48098700,0.77131400
-0.45909700,-0.94235700,0.35575800
-0.61854500,-0.58767700,0.65672400
-0.44396500,-0.90229700,0.37147900
-0.58090400,-0.92274500,0.41345900
-0.62080600,-0.42271700,0.73703600
-0.58803800,-0.69819300,0.78556200
-0.74149500,-0.20474700,0.68447500
-0.60377500,-0.94441200,0.53198700
-0.70069400,-0.94529600,0.43246700
-0.62213700,-0.42390800,0.78825400
-0.59959900,-0.94201100,0.47375400
-0.52417600,-0.38358300,0.71091700
-0.66007900,-0.94737000,0.41506000
-0.69845600,-0.50035300,0.81139500
-0.57605600,-0.86916000,0.66613000
-0.54082000,-0.52432200,0.76734700
-0.55906200,-0.58372000,0.63349100
-0.39961000,-0.86242700,0.57287700
-0.78001600,-0.24133800,0.65469200
-0.68071400,-0.76404700,0.77333600
-0.68058900,-0.24722700,0.70677600
-0.60356500,-0.78160200,0.77288700
-0.54321200,-0.32396200,0.69084600
-0.63922800,-0.78335000,0.77195800
-0.69759200,-0.34652900,0.76719000
-0.64024400,-0.56296200,0.73362600
-0.62286900,-0.80329400,0.53088600
