x,y,z
-0.16096000,-0.58356900,1.99330000
0.77877500,-0.70455100,2.91190000
0.25855100,-0.48251600,2.01188000
0.21812100,-0.40289600,2.09240000
0.75080500,-0.71135000,2.11875000
0.05174310,-0.71698400,1.76973000
0.93880200,-0.72258000,2.43196000
0.17941100,-0.48637700,1.81271000
0.74666700,-0.74321400,2.14571000
0.54083500,-0.58473300,2.27274000
0.23596100,-0.78221800,1.23553000
0.31632100,-0.42995100,1.93353000
-0.54149100,-0.68325000,1.77298000
0.74024100,-0.67985600,2.49125000
0.51978600,-0.70157600,2.71198000
-0.10232100,-0.49940600,2.13131000
0.93587300,-0.70974600,2.43716000
0.49730000,-0.68156400,1.75159000
-0.18071900,-0.60447600,1.97387000
-0.08146320,-0.69042600,1.69264000
0.13881000,-0.38737100,2.17405000
0.79845000,-0.68612600,2.67066000
0.06008440,-0.42513100,1.95477000
-0.32076600,-0.60387200,2.03309000
0.01900710,-0.69672200,1.80551000
-0.02929630,-0.69906400,1.83273000
0.46022000,-0.62048600,1.75321000
-0.41505400,-0.54960900,1.93647000
-0.18801500,-0.80227900,1.30532000
0.51955500,-0.66198100,2.89123000
-0.31928400,-0.92356300,1.37332000
-0.56109100,-0.68027700,1.83265000
0.30013500,-0.50016900,1.71154000
-0.50043400,-0.71491800,1.83256000
0.24108900,-0.76241500,1.29196000
-0.00405617,-0.61977400,1.92885000
0.09650950,-0.62385400,1.67102000
-0.30553200,-0.53059200,1.94036000
0.32147100,-0.54008500,1.77166000
0.37569600,-0.56594500,1.63577000
0.53723500,-0.62369200,1.75570000
-0.29758400,-0.63677100,2.04742000
0.19946000,-0.46214700,1.87266000
0.15933200,-0.68392900,1.45258000
0.15438600,-0.59777900,1.60636000
0.12050600,-0.40790700,1.87276000
0.57945000,-0.58051100,2.21084000
-0.52058800,-0.70105600,1.63285000
0.22576500,-0.73833600,1.35914000
0.67799400,-0.68430900,2.97230000
0.83860400,-0.68522800,2.49465000
1.05805000,-0.80339400,2.47402000
0.65891100,-0.70416800,2.59301000
0.77946700,-0.70307900,2.61283000
0.05907090,-0.66232700,1.49268000
-0.55581700,-0.77239700,1.52242000
0.33901600,-0.80257800,1.51152000
0.01895050,-0.58384500,1.79179000
0.65767200,-0.54852200,3.00860000
-0.48272000,-0.68397600,1.99296000
-0.50216500,-0.71793000,1.91288000
0.22081600,-0.62522200,1.51519000
0.88005000,-0.70285700,2.87339000
-0.12246600,-0.60155200,2.05138000
0.21987200,-0.70181700,1.49668000
0.77895400,-0.67213000,2.51292000
0.27737800,-0.44884800,2.19113000
-0.04053510,-0.64381100,1.91282000
0.51978800,-0.70193000,2.75289000
-0.32441600,-0.62077200,2.10596000
0.81837700,-0.66564400,2.77283000
0.85842200,-0.71712700,2.83380000
0.55700200,-0.74404200,2.83419000
0.49974000,-0.54302000,2.05220000
1.01981000,-0.74282000,2.49279000
0.40566400,-0.59740200,1.74513000
0.15878800,-0.66638400,1.53328000
-0.52164700,-0.94559600,1.47196000
-0.11895300,-0.52476100,1.87238000
0.65880700,-0.72076900,2.61262000
0.00505076,-0.52981100,1.73933000
0.42105500,-0.66221500,3.07230000
0.47870100,-0.50429300,1.87289000
0.77924100,-0.72131400,2.37506000
-0.18038500,-0.60485900,2.05172000
1.02602000,-0.84233400,2.43891000
-0.38102000,-0.62207200,1.99135000
-0.16424700,-0.66573000,2.00754000
0.65718600,-0.63526400,2.14687000
0.81995200,-0.67810900,2.59039000
0.29712100,-0.42225300,2.01235000
0.13869500,-0.42354500,2.03227000
0.26045400,-0.43854600,1.97215000
0.65453900,-0.58895000,2.28833000
-0.30035100,-0.52319200,2.12869000
-0.38060400,-0.64280400,1.93199000
-0.44245200,-0.66959300,1.57401000
0.68708700,-0.70011200,3.00787000
0.19570700,-0.37274300,2.07097000
0.30436600,-0.80121200,1.48948000
-0.07978800,-0.48417300,1.97307000
-0.29970800,-0.55770300,2.16557000
0.20315000,-0.88338400,1.21008000
0.09926300,-0.42491500,1.87229000
0.32030100,-0.51755600,1.97338000
0.65587200,-0.60334600,2.89253000
0.33870700,-0.44656300,2.15166000
-0.03702710,-0.62185800,1.75268000
0.97790100,-0.72328300,2.57123000
0.39850100,-0.64476100,1.63360000
-0.30156900,-0.68588500,1.73266000
0.65705100,-0.62080300,2.11175000
-0.32233300,-0.86328700,1.40717000
-0.62574300,-0.74005200,1.64677000
-0.44154500,-0.66731200,1.81190000
0.49904200,-0.52419300,2.01326000
0.42183100,-0.53538300,2.11309000
-0.30152500,-0.68664000,1.69253000
-0.36864200,-0.90259700,1.44499000
-0.12025900,-0.84259000,1.23349000
0.37715800,-0.62417700,1.61377000
0.21858900,-0.40311600,2.07338000
0.20014300,-0.48169700,1.93231000
0.26498200,-0.88166300,1.30828000
0.17892200,-0.48556700,1.83276000
0.27919700,-0.74323300,1.33279000
0.16756200,-0.86476600,1.16516000
-0.59962800,-0.80370100,1.60930000
0.49529800,-0.60230500,3.15129000
-0.36044100,-0.68533400,1.59285000
0.37914200,-0.46309000,1.83382000
-0.14114300,-0.54120700,2.01228000
0.34348300,-0.63627400,1.61019000
-0.20083700,-0.68758500,1.71190000
0.23941000,-0.48273100,2.01309000
-0.34048100,-0.63934700,1.96778000
0.52152100,-0.53723600,1.89303000
-0.06325440,-0.40915000,1.94646000
-0.01835000,-0.51951500,1.94698000
0.61881600,-0.57958800,1.89181000
-0.47169800,-0.55800100,2.04087000
-0.60127300,-0.70111400,1.73275000
-0.50032100,-0.82269200,1.51165000
0.71612800,-0.66050200,2.96803000
0.59802400,-0.60864600,1.89133000
0.51927200,-0.62190200,3.11073000
-0.46074600,-0.70545500,1.91275000
0.38307200,-0.88301800,1.45152000
0.33545000,-0.84030100,1.45459000
0.29689200,-0.42594000,1.93258000
0.15916700,-0.42271000,1.83196000
-0.10232000,-0.82255800,1.23025000
0.05896690,-0.42169400,2.10980000
-0.05703250,-0.72822800,1.19921000
0.35489200,-0.53646500,1.97248000
-0.20109500,-0.58366300,1.95266000
0.77891600,-0.68445100,2.91056000
-0.44057900,-0.52477200,2.01348000
-0.44052000,-0.76364300,1.47398000
-0.34118800,-0.56447300,1.95208000
0.05838180,-0.71439100,1.16813000
-0.14135600,-0.56320100,2.09255000
0.53995100,-0.59562000,2.15145000
0.07909200,-0.68765700,1.55309000
0.17658100,-0.61976000,1.56803000
0.34242100,-0.64232200,1.58947000
0.53912900,-0.64274100,2.99325000
1.25795000,-0.78616100,2.73388000
-0.05764370,-0.82427200,1.17783000
0.13940500,-0.68498800,1.61185000
-0.55947000,-0.66519200,1.57506000
-0.17958300,-0.71507900,1.81410000
-0.04041850,-0.37989300,2.19266000
-0.48309700,-0.64238100,2.02943000
0.52532000,-0.46992400,2.10261000
0.49910700,-0.56351100,1.77371000
-0.30106200,-0.70355800,1.69286000
-0.44084600,-0.66997100,1.89235000
-0.12210300,-0.78267200,1.25178000
-0.32024100,-0.71580800,1.89299000
0.55049700,-0.62751100,1.75672000
0.53972700,-0.70439500,1.75063000
-0.12082400,-0.48608200,2.15319000
0.50089000,-0.64390800,2.97353000
0.37778900,-0.66315200,1.59253000
-0.50169500,-0.68064100,1.59262000
0.11952100,-0.44232900,1.97217000
-0.19366900,-0.63454500,2.06834000
0.49942800,-0.54389000,2.07228000
0.25800500,-0.90122700,1.25365000
0.15773800,-0.69710200,1.61190000
0.05924320,-0.68268400,1.67342000
-0.10009800,-0.52365300,1.85277000
-0.54068900,-0.68221700,1.75233000
0.83920600,-0.70575100,2.87301000
-0.46149000,-0.78250100,1.51115000
0.49829600,-0.62274400,1.77087000
0.33402500,-0.86682100,1.46246000
0.89900700,-0.70434800,2.65246000
-0.35984500,-0.58232800,2.07131000
-0.07779080,-0.60196100,1.79539000
-0.65968100,-0.64964900,1.73067000
-0.46118600,-0.71537000,1.85235000
0.37586300,-0.72412000,1.55670000
-0.19371000,-0.70964300,2.06278000
-0.00333959,-0.36738900,2.05560000
0.01719820,-0.65245000,1.86031000
0.01821800,-0.48111300,1.81168000
0.73910400,-0.71964800,2.79138000
0.23917000,-0.50043500,1.69114000
0.24045500,-0.74179000,1.29078000
0.35186200,-0.51260800,1.67979000
0.49569600,-0.55078300,3.02319000
-0.06133420,-0.54408800,2.03387000
0.13782000,-0.40227300,1.98970000
0.26284200,-0.51550100,1.88947000
0.10917600,-0.71806000,1.70508000
0.52001200,-0.60285200,2.91241000
-0.47509500,-0.96100200,1.47209000
-0.00154663,-0.64132300,1.77272000
