x,y,z
-0.88569400,-0.30388200,2.05427000
-0.55887100,-0.34303900,2.41523000
-0.74015800,-0.38181800,2.15324000
-0.76063900,-0.34617900,2.15043000
-0.63091200,-0.37234200,2.49717000
-0.60222700,-0.32508800,2.41290000
-0.74126000,-0.20395800,2.27238000
-0.62288100,-0.18315900,2.35330000
-0.82226200,-0.24299200,2.13330000
-0.62183900,-0.30507400,2.39456000
-0.86118900,-0.10498100,2.07499000
-0.64384400,-0.34464400,2.35729000
-0.82257900,-0.41770700,2.17343000
-0.56022800,-0.30329600,2.39389000
-0.62211800,-0.30376200,2.45353000
-0.55993700,-0.09594750,2.42501000
-0.71978600,-0.38262500,2.33295000
-0.74661200,-0.36439000,2.21404000
-0.82271200,-0.20283800,2.09354000
-0.70325900,-0.14230100,2.19311000
-0.54061600,-0.06261640,2.45353000
-0.53793700,-0.04334390,2.43139000
-0.60710500,-0.12416800,2.39793000
-0.76147100,-0.34323100,2.25290000
-0.84494800,-0.28337000,2.07400000
-0.76155700,-0.22223500,2.21304000
-0.89326200,-0.24118200,2.07118000
-0.58316100,-0.24232100,2.48982000
-0.85793500,-0.18137300,2.15160000
-0.83602200,-0.40230700,2.19067000
-0.76149800,-0.14256500,2.15385000
-0.86122800,-0.20328100,2.09265000
-0.84281600,-0.28292200,2.11306000
-0.80149900,-0.22306000,2.17338000
-0.68358000,-0.24254900,2.33393000
-0.54133700,-0.36392500,2.41365000
-0.76637100,-0.08226220,2.13558000
-0.76479800,-0.10215200,2.21428000
-0.78151400,-0.20332300,2.17310000
-0.82366800,-0.14220600,2.19554000
-0.66026300,-0.42146700,2.43457000
-0.69204500,-0.08974280,2.32989000
-0.55638300,-0.08275970,2.41041000
-0.54198600,-0.04226440,2.45495000
-0.68104300,-0.06668570,2.25168000
-0.54206800,-0.44490700,2.41389000
-0.50184700,-0.06329030,2.45320000
-0.68978200,-0.08485660,2.37909000
-0.79724500,-0.06448580,2.17045000
-0.84174400,-0.14396900,2.11380000
-0.58493900,-0.26273100,2.35441000
-0.61794900,-0.20504400,2.45063000
-0.81297200,-0.08541880,2.16385000
-0.62170400,-0.26345700,2.39136000
-0.59151800,-0.12638300,2.46365000
-0.85850800,-0.10268800,2.17136000
-0.60185000,-0.18262700,2.35425000
-0.69862600,-0.38203400,2.25302000
-0.73862700,-0.28351200,2.29149000
-0.66556100,-0.38317600,2.29250000
-0.83016800,-0.34644900,2.07891000
-0.55795100,-0.14327900,2.43010000
-0.53900700,-0.12296800,2.45160000
-0.73791900,-0.40169400,2.31079000
-0.78191500,-0.37552900,2.15589000
-0.64027400,-0.20433100,2.43074000
-0.69956600,-0.40061800,2.37191000
-0.53900700,-0.10368800,2.42946000
-0.74023900,-0.32305000,2.29260000
-0.64332100,-0.32259100,2.41418000
-0.75482600,-0.07216830,2.30336000
-0.57819300,-0.30677000,2.50348000
-0.75453500,-0.24320200,2.28878000
-0.78895900,-0.32705200,2.17661000
-0.69736500,-0.22371900,2.34978000
-0.80798500,-0.30423200,2.13988000
-0.68263300,-0.26277500,2.35436000
-0.60371100,-0.40316100,2.43345000
-0.77496600,-0.13683400,2.26454000
-0.81883600,-0.14447300,2.07227000
-0.60270400,-0.20107700,2.41341000
-0.64656100,-0.09288750,2.42751000
-0.74343800,-0.30312300,2.25342000
-0.59715000,-0.26355200,2.35285000
-0.80057500,-0.42292600,2.11346000
-0.64005000,-0.09923050,2.33267000
-0.79838200,-0.32301300,2.21058000
-0.62008100,-0.10273500,2.35258000
-0.63756000,-0.32341400,2.45038000
-0.54110200,-0.28303100,2.41374000
-0.64186400,-0.16166300,2.29135000
-0.89609600,-0.34334900,2.05710000
-0.78458000,-0.36099500,2.19531000
-0.76051200,-0.08358030,2.29155000
-0.68207200,-0.42391500,2.25426000
-0.78016700,-0.30345200,2.21254000
-0.75839100,-0.42130600,2.21268000
-0.78032400,-0.28280900,2.21183000
-0.73800600,-0.08356630,2.25142000
-0.60014600,-0.28249800,2.39472000
-0.78483200,-0.36252800,2.21465000
-0.66247700,-0.28187500,2.37465000
-0.75551700,-0.14363400,2.24893000
-0.63967500,-0.42214500,2.44768000
-0.86012200,-0.20514600,2.05479000
-0.69842400,-0.16278400,2.19267000
-0.58265300,-0.24315700,2.43108000
-0.61946200,-0.10736500,2.45313000
-0.60182500,-0.42044200,2.45169000
-0.89358600,-0.28314000,2.07476000
-0.59151700,-0.43819600,2.39563000
-0.66027000,-0.20432900,2.39178000
-0.74054500,-0.42215900,2.23203000
-0.74151500,-0.20364800,2.21223000
-0.80256900,-0.38297800,2.19434000
-0.80217200,-0.37759500,2.15607000
-0.74134300,-0.30307900,2.27306000
-0.60206500,-0.36455600,2.51046000
-0.81820100,-0.24339400,2.17098000
-0.80132500,-0.38109300,2.09201000
-0.72082500,-0.14387900,2.29243000
-0.64079900,-0.40382700,2.37246000
-0.64040500,-0.42219600,2.39572000
-0.89621400,-0.36128200,2.06468000
-0.84141700,-0.40153900,2.13288000
-0.84027200,-0.40191000,2.15208000
-0.78404600,-0.42772300,2.07675000
-0.86386200,-0.40248500,2.09338000
-0.66140500,-0.10454700,2.35367000
-0.67209200,-0.43840200,2.36999000
-0.75939200,-0.08336130,2.17194000
-0.62049100,-0.22475700,2.33410000
-0.80128300,-0.32339500,2.19195000
-0.81874500,-0.28306200,2.17121000
-0.89210900,-0.16207900,2.08859000
-0.63728600,-0.14582500,2.42908000
-0.84451800,-0.16483600,2.07471000
-0.66251700,-0.12797500,2.39284000
-0.73934600,-0.43529600,2.19374000
-0.67403700,-0.14641700,2.24969000
-0.67537300,-0.43633800,2.29135000
-0.80175000,-0.34300800,2.19323000
-0.81677200,-0.14290100,2.17088000
-0.85950000,-0.20294200,2.07312000
-0.71134900,-0.27130700,2.34365000
-0.80545000,-0.41842600,2.19609000
-0.57676800,-0.32542700,2.41255000
-0.66104900,-0.14303600,2.31187000
-0.61977800,-0.16454200,2.41266000
-0.80286600,-0.28340900,2.17457000
-0.85593300,-0.12278200,2.05742000
-0.74164400,-0.20365500,2.25417000
-0.60259300,-0.28317300,2.47323000
-0.55729700,-0.08352190,2.47211000
-0.77484500,-0.38524300,2.26717000
-0.66228600,-0.10487600,2.27134000
-0.70044500,-0.18336600,2.33331000
-0.68419200,-0.26232000,2.31822000
-0.86102400,-0.42072200,2.09155000
-0.56082300,-0.06457490,2.42639000
-0.78381700,-0.16186400,2.13378000
-0.70064200,-0.32328200,2.35328000
-0.66015300,-0.22419000,2.39304000
-0.52007400,-0.24323200,2.42995000
-0.67925400,-0.43618100,2.27228000
-0.70668900,-0.24145600,2.29662000
-0.74183500,-0.36322500,2.25711000
-0.68201000,-0.38414300,2.33274000
-0.70614200,-0.23650300,2.23926000
-0.70417700,-0.38446600,2.31564000
-0.71677200,-0.06726030,2.26925000
-0.85960300,-0.36253000,2.03371000
-0.82419200,-0.36210300,2.15481000
-0.80227700,-0.24434200,2.15386000
-0.66378600,-0.06183140,2.30120000
-0.82402200,-0.26345500,2.11400000
-0.82327700,-0.12331300,2.13409000
-0.66580200,-0.10425600,2.39711000
-0.64031200,-0.40230600,2.27285000
-0.68326800,-0.34305400,2.31333000
-0.64150000,-0.30563800,2.35631000
-0.68265600,-0.32333800,2.37398000
-0.65801000,-0.40435500,2.25173000
-0.87894700,-0.18274100,2.07367000
-0.64470700,-0.38198700,2.43540000
-0.68160400,-0.14324400,2.31104000
-0.69443200,-0.26542600,2.36762000
-0.60263900,-0.10117600,2.35637000
-0.75990300,-0.40186700,2.27237000
-0.61987700,-0.34175100,2.41311000
-0.51983400,-0.34301100,2.45083000
-0.63653900,-0.43384400,2.43310000
-0.69935800,-0.42070200,2.27351000
-0.66225000,-0.16231800,2.35255000
-0.84306700,-0.20310300,2.05420000
-0.84418200,-0.14287500,2.07539000
